DRAWPOINT ID,OBS. DATE,Extraction Rate,HOD,Specific UI,%MATERIAL TYPE,%FRAGMENTATION,Water,CLASSDP_ACTUAL,CLASSDP_ACTUAL_Ajd_Smote
P31_30N,9/9/2022,193.0689886,156.3459223,2.04307,80,88,0.01,1,1
P31_30S,9/9/2022,230.1647969,175.701725,2.26319,80,57.75,0.01,1,1
P31_31N,9/9/2022,224.4020249,187.6351687,2.14525,80,115.5,0.01,1,1
P31_31S,9/9/2022,232.6635527,189.5487513,2.19553,80,72.75,0.01,1,1
P31_32N,9/9/2022,236.8445452,207.4888922,2.11891,80,48.25,0.01,1,1
P31_32S,9/9/2022,239.8254055,207.529202,1.23369,80,43.25,0.01,1,1
P31_33N,9/9/2022,241.6166301,227.8930352,1.15259,80,52.75,0.01,1,1
P31_33S,9/9/2022,234.8901113,212.6760451,0.22544,80,50,0.01,1,1
P31_34N,9/9/2022,215.8988288,221.4848654,0.12399,80,65,0.01,1,1
P31_34S,9/9/2022,203.8583781,206.0363902,0.05526,80,52.75,0.01,1,1
P31_35N,9/9/2022,184.1084334,204.0656747,0.18101,80,41,0.01,1,1
P31_35S,9/9/2022,177.9847433,189.561292,0.02351,80,53,0.01,1,1
P31_36N,9/9/2022,154.8998025,188.7706126,0.03902,80,53,0.01,1,1
P31_36S,9/9/2022,140.1360721,168.9484423,1.17964,80,52.75,0.01,1,1
P31_37N,9/9/2022,134.3317986,174.8893247,1.15985,74,65.75,2,3,1
P31_38N,9/9/2022,118.3912924,168.8224658,2.21669,0,50.75,3,3,1
P31_38N,9/9/2022,118.3912924,168.8224658,2.21669,0,38.75,3,3,1
P31_39N,9/9/2022,93.24398233,142.4696491,1.16548,0,48,2,3,1
P31_39N,9/9/2022,93.24398233,142.4696491,1.16548,0,36.5,2,3,1
P32_11N,9/13/2022,70.71439168,75.50559702,4,0,80,3,3,1
P32_11S,9/13/2022,85.45687454,84.55930375,4.08194,0,50,2,3,1
P32_12N,9/13/2022,79.2266348,82.7924191,3.08939,0,300,2,3,1
P32_12S,9/13/2022,75.94381676,79.58358242,3.35754,0,300,1,2,1
P32_13N,9/13/2022,72.17250342,78.13879108,3.04966,0,50,0.01,1,1
P32_13S,9/13/2022,66.66287395,74.86706859,3.07063,0,300,1,2,1
P32_14N,9/13/2022,74.96028452,81.7931433,5,0,67.5,0.01,1,1
P32_14S,9/13/2022,49.83726765,61.60841113,2.24719,0,57.75,0.01,1,1
P32_15S,9/13/2022,40.69090488,56.32809343,3.11918,0,80,0.01,1,1
P32_16N,9/13/2022,72.2103652,85.38885497,2.03538,0,300,0.01,1,1
P32_18N,9/13/2022,63.77724329,87.26710936,4.04304,0,70,0.01,1,1
P32_18S,9/13/2022,44.1264287,67.24815594,5.01569,0,300,0.01,1,1
P32_19N,9/13/2022,60.0484554,88.71686689,4.22365,0,60,0.01,1,1
P32_20N,9/13/2022,59.97570664,90.99320493,5.03967,0,50,0.01,1,1
P32_27N,9/9/2022,111.8621,93.11985845,0.02317,0,47.75,0.01,1,1
P32_27S,9/9/2022,124.7077533,99.56119138,0.25796,0,50,0.01,1,1
P32_28N,9/9/2022,139.0775272,111.2201093,0.17644,0,50,0.01,1,1
P32_28S,9/9/2022,175.818732,132.902554,1.33832,0,45.5,0.01,1,1
P32_29N,9/9/2022,154.2521451,124.3558673,1.0807,0,50,0.01,1,1
P32_29S,9/9/2022,203.3071611,154.2300962,3.10252,0,47.75,0.01,1,1
P32_30N,9/9/2022,202.057922,157.0307295,0.17134,0,47.75,0.01,1,1
P32_30S,9/9/2022,214.8976333,164.7924748,3.03357,0,55,0.01,1,1
P32_31S,9/9/2022,228.3142904,181.5393308,1.20061,0,55,0.01,1,1
P32_32N,9/9/2022,216.4187594,189.5005115,1.1097,0,55,0.01,1,1
P32_32S,9/9/2022,221.7959757,185.9850063,0.0985,0,57.5,0.01,1,1
P32_33N,9/9/2022,224.5215575,204.2947975,0.11794,0,52.5,0.01,1,1
P32_33S,9/9/2022,200.6567842,178.0766691,0.11975,0,55,0.01,1,1
P32_34N,9/9/2022,197.5268358,200.3455397,0.09831,0,45.5,0.01,1,1
P32_35N,9/9/2022,181.8424367,193.1755833,0.13242,0,57.5,0.01,1,1
P32_35S,9/9/2022,168.2897618,177.2724984,0.08263,0,60.5,0.01,1,1
P32_36N,9/9/2022,141.9651518,170.855911,1.26435,0,45.5,0.01,1,1
P32_36S,9/9/2022,131.6967647,153.0922664,0.01669,0,45.5,0.01,1,1
P32_37N,9/9/2022,128.1078387,162.6575958,2.23598,0,43.25,2,3,1
P32_38N,9/9/2022,106.0590598,147.4259337,1.19226,0,57.75,0.01,1,1
P33_10S,8/16/2022,63.53371911,68.03649564,0.05106,0,50,2,3,1
P33_11N,8/16/2022,91.85371231,89.18178057,1.09405,0,50,2,3,1
P33_11S,8/16/2022,58.48882794,64.65390226,1.00718,0,50,3,3,1
P33_12N,8/16/2022,73.93333469,78.08050773,3.05837,0,50,2,3,1
P33_13N,8/16/2022,70.26809759,77.68257658,5.13621,0,300,0.01,1,1
P33_14S,8/16/2022,38.1225458,53.25919112,4.03476,0,300,0.01,1,1
P33_15N,8/16/2022,62.21641083,74.06101024,5.00792,0,55,0.01,1,1
P33_17N,8/16/2022,44.57570747,62.28787936,4.018,0,55,0.01,1,1
P33_26S,9/9/2022,113.1152335,89.86771259,0.35688,0,50,0.01,1,1
P33_27N,9/9/2022,115.0724036,93.63086303,1.16369,0,67.75,0.01,1,1
P33_27S,9/9/2022,143.426648,109.2040193,1.33106,0,45.5,0.01,1,1
P33_28N,9/9/2022,152.0365249,118.0103624,0.24632,0,55,0.01,1,1
P33_28S,9/9/2022,182.2131421,135.6051502,2.07614,0,300,0.01,1,1
P33_29S,9/9/2022,201.2637007,152.4299457,1.20231,0,65,0.01,1,1
P33_30N,9/9/2022,215.684677,165.3124858,1.21628,0,50,0.01,1,1
P33_30S,9/9/2022,223.3732711,169.0628469,0.06763,0,50,0.01,1,1
P33_31N,9/9/2022,215.465455,172.606331,0.17532,0,55,0.01,1,1
P33_31S,9/9/2022,208.2107237,166.3232158,1.11163,0,55,0.01,1,1
P33_32N,9/9/2022,201.1060886,170.7631608,1.22098,0,50,2,3,1
P33_32S,9/9/2022,217.4402202,177.3444093,0.12066,0,300,2,3,1
P33_33N,9/9/2022,206.9031418,182.9101601,1.339,0,55,0.01,1,1
P33_33S,9/9/2022,211.427268,177.8532017,1.14596,0,50,0.01,1,1
P33_34N,9/9/2022,183.3108505,176.2202622,0.24154,0,57.5,0.01,1,1
P33_34S,9/9/2022,159.6223951,149.5543213,1.12819,0,55,0.01,1,1
P33_35N,9/9/2022,151.9488519,162.2738775,0.3187,0,57.5,0.01,1,1
P33_35S,9/9/2022,141.8624614,143.5585145,1.1086,0,50,0.01,1,1
P33_36N,9/9/2022,126.5127855,147.9638298,0.31735,0,60.5,0.01,1,1
P33_37N,9/9/2022,122.7417223,150.0780149,0.24215,0,47.75,2,3,1
P34_11N,8/16/2022,87.34974312,85.30319991,1.17192,0,55.25,1,2,1
P34_12N,8/16/2022,56.45110973,65.68250037,3.0398,0,18.5,2,9,1
P34_13N,8/16/2022,36.88664961,52.0084694,2.02951,0,300,2,3,1
P34_15N,8/16/2022,37.34275781,53.34757967,3.05562,0,300,2,3,1
P34_16N,8/16/2022,39.42441498,56.45809267,2.12458,0,300,0.01,1,1
P34_17N,8/16/2022,46.10376185,62.54359035,2.31146,0,300,2,3,1
P34_18N,8/16/2022,40.27204497,63.03064052,2.05339,0,50,0.01,1,1
P34_19N,8/16/2022,40.27498975,63.84867087,1.24719,0,300,0.01,1,1
P34_27N,9/9/2022,133.4832273,103.214292,0.30482,0,55,0.01,1,1
P34_28N,9/9/2022,154.6330845,118.5317813,0.06803,0,57.5,0.01,1,1
P34_28S,9/9/2022,168.643266,129.4131745,0.17808,0,55,0.01,1,1
P34_29N,9/9/2022,189.5537152,144.8881574,0.51079,0,57.5,0.01,1,1
P34_30N,9/9/2022,207.704834,158.8037512,0.22168,0,300,0.01,1,1
P34_30S,9/9/2022,200.161708,152.4350732,0.03385,0,300,0.01,1,1
P34_31N,9/9/2022,188.7092923,152.8811578,1.50525,0,60,0.01,1,1
P34_31S,9/9/2022,172.2158813,142.127542,0.01661,0,67.75,1,2,1
P34_32N,9/9/2022,176.1771792,148.0181766,1.24865,0,57.75,2,3,1
P34_32S,9/9/2022,175.6673897,145.7737112,0.10042,0,300,2,3,1
P34_33N,9/9/2022,171.2420018,148.3840064,1.30041,0,57.5,0.01,1,1
P34_33S,9/9/2022,152.6983997,135.1489325,1.23836,0,62.75,0.01,1,1
P34_34N,9/9/2022,160.1555241,149.977651,0.01116,0,300,0.01,1,1
P34_34S,9/9/2022,148.5287092,135.4408096,1.24719,0,55,0.01,1,1
P34_35N,9/9/2022,134.8322111,137.5744324,1.32836,0,57.5,0.01,1,1
P34_35S,9/9/2022,105.7609489,106.911674,0.06243,0,55,2,3,1
P35_27N,8/19/2022,144.2823591,111.4371305,0.04288,0,52.5,0.01,1,1
P35_28N,8/19/2022,148.5514687,116.7122883,0.0111,0,60,0.01,1,1
P35_29N,8/19/2022,166.0597745,129.5592507,1.09998,0,52.75,0.01,1,1
P35_30N,8/19/2022,170.0791482,132.9530344,0.13808,0,120.5,2,3,1
P35_30S,8/19/2022,63.00101199,39.53180712,2.02503,0,52.5,2,3,1
P35_31N,8/19/2022,150.2294535,126.8940884,1.08778,0,300,2,3,1
P35_32N,8/19/2022,172.984566,143.8957347,0.07484,0,56,2,3,1
P35_33N,8/19/2022,162.2485833,142.175139,0.04377,0,55.25,1,2,1
P35_34N,8/19/2022,146.2850772,133.7393886,0.15063,0,55.25,1,2,1
P36_30N,8/19/2022,24.14207394,29.21568428,0.09656,0,50.25,2,3,1
P13_46S,10/11/2022,101.28048,58.73699446,2.03782,80,55.25,0.01,1,1
P13_46S,9/20/2022,101.28048,58.73699446,1.18161,80,60,0.01,1,1
P13_47S,10/11/2022,103.6006288,66.96013978,0.01502,80,60,0.01,1,1
P13_48S,10/11/2022,105.0280123,67.94357707,1.15222,80,57.5,1,2,1
P13_49S,10/11/2022,93.50271758,57.31349376,1.15295,71,52.5,0.01,1,1
P13_49S,9/20/2022,93.50271758,57.31349376,0.09194,71,57.75,0.01,1,1
P13_50S,9/20/2022,142.6052246,55.74155462,1.19466,77,55,0.01,1,1
P13_51S,9/20/2022,113.8789873,47.75145949,0.26376,74,300,0.01,1,1
P13_52S,9/20/2022,142.6734773,42.50906628,1.3496,62,62.5,0.01,1,1
P13_53S,9/20/2022,122.9528208,34.66270332,1.0908,62,45.5,2,3,1
P14_43S,9/20/2022,137.9685119,70.11002827,1,80,55,0.01,1,1
P14_44S,10/11/2022,150.0832154,79.8024262,1.13483,80,47.75,0.01,1,1
P14_44S,9/20/2022,150.0832154,79.8024262,1.1236,80,55.25,2,3,1
P14_45N,9/20/2022,30.70690409,32.27450056,1.20431,80,300,0.01,1,1
P14_45S,10/11/2022,125.0337771,80.26253601,1.16805,80,50,0.01,1,1
P14_45S,9/20/2022,125.0337771,80.26253601,0.09729,80,50,0.01,1,1
P14_46N,10/11/2022,156.7344088,78.40993588,1.23042,80,47.75,0.01,1,1
P14_46N,9/20/2022,156.7344088,78.40993588,0.3243,80,65,0.01,1,1
P14_46S,10/11/2022,115.8232978,79.47722347,0.01708,80,50,0.01,1,1
P14_47N,10/11/2022,136.1640429,80.83835676,0.10289,80,52.5,0.01,1,1
P14_47N,9/20/2022,136.1640429,80.83835676,0.25944,80,50,0.01,1,1
P14_47S,10/11/2022,118.2891535,81.52865396,0.01669,80,47.75,0.01,1,1
P14_48N,10/11/2022,122.0995475,75.28027255,1.1347,80,50,0.01,1,1
P14_48N,9/20/2022,122.0995475,75.28027255,0.33241,80,55,0.01,1,1
P14_48S,10/11/2022,137.373616,79.8820051,0.1307,80,47.75,0.01,1,1
P14_48S,9/20/2022,137.373616,79.8820051,1.15891,80,47.75,0.01,1,1
P14_49N,10/11/2022,117.2968587,66.09466487,2.13656,80,47.75,0.01,1,1
P14_49N,9/20/2022,117.2968587,66.09466487,1.16621,80,52.75,0.01,1,1
P14_49S,10/11/2022,115.7436108,67.45050263,0.18436,80,47.75,0.01,1,1
P14_49S,9/20/2022,115.7436108,67.45050263,1.05189,80,47.75,0.01,1,1
P14_50N,10/11/2022,118.3855673,50.1479671,2.11732,80,72.75,0.01,1,1
P14_50N,9/20/2022,118.3855673,50.1479671,3.10925,80,65,0.01,1,1
P14_50S,10/11/2022,118.6492575,56.5650772,0.09435,74,60.25,0.01,1,1
P14_51N,10/11/2022,109.2880377,46.74582292,3.10638,65,50.25,0.01,1,1
P14_51N,9/20/2022,109.2880377,46.74582292,3.11675,65,300,0.01,1,1
P14_51S,10/11/2022,104.6855663,45.48841117,1.19864,68,50.25,0.01,1,1
P14_52N,10/11/2022,113.3169665,38.45507193,3.18645,68,47.75,0.01,1,1
P14_52N,9/20/2022,113.3169665,38.45507193,3.14269,68,55,0.01,1,1
P14_52S,10/11/2022,100.0557181,39.12514963,3.0869,65,48,1,2,1
P14_53N,9/20/2022,88.19605589,31.31115814,3.10594,68,60.25,2,3,1
P15_41S,10/11/2022,167.8389094,81.15054031,1,80,47.75,0.01,1,1
P15_42S,10/11/2022,178.6845048,91.30226531,2.12236,80,50.25,0.01,1,1
P15_42S,9/20/2022,178.6845048,91.30226531,1.23174,80,45.5,0.01,1,1
P15_43N,9/20/2022,178.5476005,84.02285862,0.5051,80,50,1,2,1
P15_43S,9/20/2022,155.2333905,100.4232337,1.11918,80,60,3,3,1
P15_44N,9/20/2022,181.1347718,91.59462442,1.07945,80,65.5,2,3,1
P15_47S,9/20/2022,140.3713171,102.6845022,1.19864,71,45.5,0.01,1,1
P15_48N,9/20/2022,143.8951659,82.5915538,1,71,55,0.01,1,1
P15_48S,9/20/2022,130.8843787,78.12076994,2.14125,74,52.75,0.01,1,1
P15_49N,9/20/2022,140.1721963,76.87295705,2.14125,71,57.75,1,2,1
P15_49S,9/20/2022,104.4692558,66.58413137,2.20857,71,55,0.01,1,1
P15_50N,9/20/2022,147.0217424,64.63772469,2.11918,68,52.5,0.01,1,1
P15_50S,9/20/2022,106.3375845,53.44189017,2.21188,59,60.75,0.01,1,1
P15_51N,9/20/2022,133.3425824,51.69743132,2.17215,62,58,2,3,1
P15_51S,9/20/2022,99.33874634,47.04992298,3.23836,62,67.5,2,3,1
P15_52N,9/20/2022,82.26184574,36.22305378,3.0721,65,45.5,3,3,1
P16_39S,10/4/2022,161.9256464,74.27576179,1.10011,80,55.25,1,2,1
P16_40S,10/4/2022,111.9896983,68.13570206,1.0429,80,45.5,3,3,1
P16_41N,10/4/2022,179.6669615,85.26219651,1.08229,80,45.5,3,3,1
P16_41S,10/4/2022,155.1787426,93.74539221,1.20599,80,65.25,3,3,1
P16_42S,10/4/2022,142.2734516,98.68571265,0.21188,80,52.75,3,3,1
P16_43S,10/4/2022,127.1312716,94.54489884,0.20599,80,57.75,2,3,1
P16_44S,10/4/2022,150.13763,112.3529107,0.13408,80,55.25,1,2,1
P16_45S,10/4/2022,153.4183775,115.2228468,0.09729,80,47.75,0.01,1,1
P16_46N,10/4/2022,142.8081628,105.9412904,0.05219,71,300,2,3,1
P16_46S,10/4/2022,123.7915224,98.26041876,0.0824,74,45.5,0.01,1,1
P16_47N,10/4/2022,139.5597829,102.2227006,1.10931,77,57.75,0.01,1,1
P16_47S,10/4/2022,126.6235186,100.4388147,2.1017,77,45.5,1,2,1
P17_37S,10/4/2022,110.7104169,57.07404846,0.08884,82,107.75,0.01,1,1
P17_38N,10/4/2022,105.7887966,51.26876231,2.09112,80,57.5,0.01,1,1
P17_38S,10/4/2022,106.0028302,70.76019973,0.12496,80,52.75,0.01,1,1
P17_39N,10/4/2022,128.31324,63.5918183,2.12617,80,55,1,2,1
P17_39S,10/4/2022,136.5698787,89.7908123,0.21448,80,50.5,0.01,1,1
P17_40N,10/4/2022,129.8754851,75.3751872,2.1553,80,47.75,3,3,1
P17_41N,10/4/2022,139.275141,86.47517436,2.27096,80,47.75,3,3,1
P17_41S,10/4/2022,170.1811182,118.6347157,0.2151,80,43.25,0.01,1,1
P17_42N,10/4/2022,161.3814213,108.8766298,2.08201,80,48,2,3,1
P17_42S,10/4/2022,170.1145203,125.8878371,0.07017,80,52.75,2,3,1
P17_43N,10/4/2022,170.5015098,119.0181047,2.10477,80,55.25,2,3,1
P17_44N,10/4/2022,195.4956214,139.4057126,2.08104,80,55.25,0.01,1,1
P17_44S,10/4/2022,188.7352448,146.6078717,0.04973,80,50.25,0.01,1,1
P17_45N,10/4/2022,209.113609,148.7725934,2.13818,80,50,0.01,1,1
P17_46N,10/4/2022,183.5302079,134.6725699,3.10152,80,55,0.01,1,1
P17_46S,10/4/2022,181.4365266,156.7239747,1.09932,80,47.75,0.01,1,1
P17_47N,10/4/2022,172.683575,128.678016,1.30089,80,300,0.01,1,1
P17_47S,10/4/2022,144.9231726,116.6615455,1.06153,80,107.75,0.01,1,1
P17_48N,10/4/2022,131.4491489,84.30596169,3,74,50.25,0.01,1,1
P17_49N,10/4/2022,159.6480039,74.88219688,2.00722,68,47.75,0.01,1,1
P17_49S,10/4/2022,151.2496015,75.02366278,1.15662,65,45.5,0.01,1,1
P17_50N,10/4/2022,91.97917954,51.7142806,2.11032,68,45.5,0.01,1,1
P17_50S,10/4/2022,60.24698101,42.96058806,2.10178,65,45.5,0.01,1,1
P17_51N,10/4/2022,80.04447008,44.81876773,2.23278,62,43.25,2,3,1
P17_51S,10/4/2022,82.09872732,43.42895687,2.12325,65,47.75,1,2,1
P17_52N,10/4/2022,82.96550511,38.4119549,2.26499,62,48,2,3,1
P17_52S,10/4/2022,87.19145859,40.34862953,2.13378,71,50.25,2,3,1
P17_53N,10/4/2022,66.46339331,31.74744732,2.20431,56,45.5,2,3,1
P17_53S,10/4/2022,116.4106133,29.59715757,2.12107,62,45.5,2,3,1
P17_54N,10/4/2022,78.53225739,27.57456837,1.13621,68,43.25,2,3,1
P18_37N,10/4/2022,81.91294477,48.16054518,0.01,83.5,47.75,1,2,1
P18_37S,10/4/2022,99.14127004,72.96730009,0.12978,86,52.75,0.01,1,1
P18_38N,10/4/2022,90.77897242,63.87321646,0.00772,84,300,0.01,1,1
P18_38S,10/4/2022,112.7935332,84.84298172,0.15725,85.5,55.5,0.01,1,1
P18_39N,10/4/2022,121.1020572,82.20421416,0.15008,83,57.75,0.01,1,1
P18_39S,10/4/2022,134.9035713,102.3032858,0.14898,83,85.5,0.01,1,1
P18_40N,10/4/2022,133.3848416,91.72203996,0.13018,82.5,50,0.01,1,1
P18_40S,10/4/2022,139.0084556,106.0461256,0.12102,81,52.5,0.01,1,1
P18_41N,10/4/2022,140.653288,102.0077352,0.04678,80,50,0.01,1,1
P18_41S,10/4/2022,156.2330761,123.0560957,0.06636,80,55.25,0.01,1,1
P18_42N,10/4/2022,148.4841652,112.7808719,0.0178,80,53,0.01,1,1
P18_42S,10/4/2022,158.0073139,134.164074,0.03605,80,47.75,0.01,1,1
P18_43N,10/4/2022,160.2697439,120.303966,0.03021,80,48.25,0.01,1,1
P18_43S,10/4/2022,178.2628004,155.230333,0.04268,80,60,0.01,1,1
P18_44N,10/4/2022,199.8218785,153.8801754,0.07209,80,60,0.01,1,1
P18_44S,10/4/2022,209.62229,186.0124642,0.04506,80,50.5,0.01,1,1
P18_45N,10/4/2022,191.1698982,160.0392154,0.06345,80,77.75,0.01,1,1
P18_45S,10/4/2022,204.266467,190.1105019,0.04937,80,133.25,0.01,1,1
P18_46N,10/4/2022,171.2703813,149.2203913,0.00752,80,55.5,0.01,1,1
P18_46S,10/4/2022,166.9045889,169.2454456,0.05351,80,43.25,0.01,1,1
P18_47N,10/4/2022,152.5464803,121.5985447,0.01459,74,43.25,0.01,1,1
P18_47S,10/4/2022,164.390666,137.6843015,0.03729,68,45.5,0.01,1,1
P18_48N,10/4/2022,139.4413107,89.20716262,1.09628,77,50.25,0.01,1,1
P18_48S,10/4/2022,152.903859,97.43818394,2.08756,68,45.5,0.01,1,1
P18_49N,10/4/2022,135.2435404,69.49776073,0.01983,68,73.25,0.01,1,1
P18_49S,10/4/2022,123.1405347,68.98423897,0.03675,65,43.25,0.01,1,1
P18_50N,10/4/2022,92.09668855,53.61507356,0.03814,68,55.5,0.01,1,1
P18_50S,10/4/2022,102.9344649,58.83360116,0.05458,65,43.25,0.01,1,1
P18_51N,10/4/2022,104.7508091,49.11894408,1.19069,65,70.5,1,2,1
P18_51S,10/4/2022,118.7827694,53.06786305,1.10422,53,41,1,2,1
P19_37S,10/4/2022,86.49541816,76.45429187,1.26233,86.5,48.25,1,2,1
P19_38N,10/4/2022,94.94423785,75.02586928,0.01462,86,70.5,0.01,1,1
P19_38S,10/4/2022,108.3983631,91.07169808,2.20186,86,45.5,0.01,1,1
P19_39N,10/4/2022,111.7995184,88.68839752,0.01186,83.5,57.75,0.01,1,1
P19_39S,10/4/2022,130.43269,108.674726,2.20054,83,47.75,0.01,1,1
P19_40N,10/4/2022,123.4276801,96.71620883,0.04098,82,57.75,0.01,1,1
P19_40S,10/4/2022,142.8143615,124.4767625,2.13537,82,55.25,0.01,1,1
P19_41N,10/4/2022,136.5644745,110.4354096,0.05798,79,45.5,0.01,1,1
P19_41S,10/4/2022,165.4909533,149.0918969,1.21776,79,43.25,0.01,1,1
P19_42N,10/4/2022,146.3815605,125.9706859,0.04447,80,55.5,0.01,1,1
P19_42S,10/4/2022,170.157564,163.7942343,0.14125,80,52.75,0.01,1,1
P19_43S,10/4/2022,156.0647708,156.2047592,0.09058,80,50.5,0.01,1,1
P19_44N,10/4/2022,176.5887544,160.2934972,0.03447,80,70.25,0.01,1,1
P19_44S,10/4/2022,191.4656306,199.4563763,0.06918,80,55.75,0.01,1,1
P19_45N,10/4/2022,194.7106737,182.2838521,0.02163,74,43.25,0.01,1,1
P19_45S,10/4/2022,177.504638,196.7188207,1.10378,74,68,0.01,1,1
P19_46N,10/4/2022,160.2120246,163.3735172,0.02858,74,55.25,0.01,1,1
P19_46S,10/4/2022,153.8717274,178.8764334,2.07256,68,63.25,0.01,1,1
P19_47N,10/4/2022,163.732258,137.2241997,0.04054,68,45.5,0.01,1,1
P19_47S,10/4/2022,161.9567512,138.6827378,2.06566,62,43.25,0.01,1,1
P19_48N,10/4/2022,145.6895879,93.91693258,1.19662,62,41,0.01,1,1
P19_48S,10/4/2022,153.8521146,98.45049482,3.09981,62,68,0.01,1,1
P19_49N,10/4/2022,125.5947511,69.90457014,3.10112,62,52.75,0.01,1,1
P19_49S,10/4/2022,114.5966452,70.69156522,2.16648,65,68,0.01,1,1
P19_50N,10/4/2022,113.2945731,62.45963906,3.11557,62,53,0.01,1,1
P19_50S,10/4/2022,100.4961634,59.6551317,3.03476,59,63.25,1,2,1
P19_51N,10/4/2022,99.26669619,48.09591106,1.06952,44,46,1,2,1
P20_36S,10/11/2022,102.5625983,88.98383406,0.35712,90,52.75,0.01,1,1
P20_37N,10/11/2022,112.343382,92.48618374,0.06261,90,45.5,1,2,1
P20_37S,10/11/2022,123.6385924,105.9682107,0.43364,90,43.25,0.01,1,1
P20_38N,10/11/2022,135.636226,108.2250665,0.02142,87.5,45.5,0.01,1,1
P20_38S,10/11/2022,151.3413265,132.7091685,0.33239,86,55.25,0.01,1,1
P20_39N,10/11/2022,165.5967495,131.8243986,0.16512,86.5,43.25,0.01,1,1
P20_39S,10/11/2022,180.4234916,162.6347444,0.35506,72,45.5,1,2,1
P20_40N,10/11/2022,179.5987362,150.663734,0.14739,73.5,47.75,0.01,1,1
P20_40S,10/11/2022,193.8858189,179.9925416,0.28815,74,41,0.01,1,1
P20_41N,10/11/2022,202.7701116,177.539445,0.30405,73,53,0.01,1,1
P20_41S,10/11/2022,210.2273226,209.5084226,0.21691,77.5,45.5,0.01,1,1
P20_42N,10/11/2022,206.8333249,194.182722,0.19493,77,45.5,0.01,1,1
P20_42S,10/11/2022,236.6463743,240.5775472,0.01764,76,45.5,0.01,1,1
P20_43N,10/11/2022,203.7392251,196.9550666,0.18421,78.5,55.5,0.01,1,1
P20_43S,10/11/2022,211.9793841,220.90632,0.01277,78,52.75,0.01,1,1
P20_44N,10/11/2022,198.9480245,206.3597754,0.37609,80,47.75,0.01,1,1
P20_44N,9/20/2022,198.9480245,206.3597754,3.0927,80,45.5,0.01,1,1
P20_44S,10/11/2022,203.0315259,244.6909918,0.19227,80,50.5,0.01,1,1
P20_44S,9/20/2022,203.0315259,244.6909918,3.1017,80,55.25,0.01,1,1
P20_45N,9/20/2022,187.2292617,206.2466365,2.18618,80,52.75,0.01,1,1
P20_45S,10/11/2022,188.3475539,233.3521969,1.23289,80,55,0.01,1,1
P20_45S,9/20/2022,188.3475539,233.3521969,2.2034,80,57.75,0.01,1,1
P20_46N,10/11/2022,169.5114085,194.7395385,1.28892,71,43.25,0.01,1,1
P20_46N,9/20/2022,169.5114085,194.7395385,2.11918,71,48.25,0.01,1,1
P20_46S,9/20/2022,129.4975116,169.1078939,3.05959,65,43.25,0.01,1,1
P20_47N,10/11/2022,159.7870605,137.1303758,2.23873,59,41,0.01,1,1
P20_47N,9/20/2022,159.7870605,137.1303758,4.04584,59,135.5,0.01,1,1
P20_47S,9/20/2022,109.6010404,104.0939768,3.17657,56,41,0.01,1,1
P20_48N,10/11/2022,153.178309,98.11920704,3.17133,32,29.75,0.01,4,1
P20_48N,9/20/2022,153.178309,98.11920704,3.15891,32,32,0.01,4,1
P20_48S,9/20/2022,71.6050798,61.16640264,2.05297,44,46,0.01,1,1
P20_49N,10/11/2022,134.6417143,79.06754049,4.04295,62,57.75,0.01,1,1
P20_49N,9/20/2022,134.6417143,79.06754049,3.10594,62,45.5,0.01,1,1
P20_49S,9/20/2022,36.06749734,39.33747474,2.24719,65,43.25,0.01,1,1
P20_50N,10/11/2022,105.0427827,61.32222545,2.05119,65,45.5,1,2,1
P20_50N,9/20/2022,105.0427827,61.32222545,2.0618,65,148.25,1,2,1
P21_36N,10/4/2022,88.17581428,79.70093292,1.23071,90,43.25,1,2,1
P21_36S,10/4/2022,96.00479731,95.83875927,1.27587,90,41,1,2,1
P21_37N,10/4/2022,116.1267887,100.9156285,2.05297,90,47.75,0.01,1,1
P21_37S,9/20/2022,131.4745125,127.9861485,1.24209,90,41,0.01,1,1
P21_38N,10/4/2022,143.0741765,126.7056428,4.05509,86,36.5,0.01,1,1
P21_39N,10/4/2022,165.999306,151.4560006,2.25425,74.5,53,1,2,1
P21_39S,10/4/2022,168.0419747,174.2443656,2.08475,71,36.5,2,6,1
P21_39S,9/20/2022,168.0419747,174.2443656,0.11918,71,34.25,2,6,1
P21_40N,10/4/2022,199.4773649,184.5256879,2.11865,74.5,57.5,0.01,1,1
P21_40S,10/4/2022,206.9280928,224.561429,0.12074,74,55.25,2,3,1
P21_41N,10/4/2022,208.6998247,208.151859,3.12471,79,53,1,2,1
P21_41S,10/4/2022,199.4739085,223.9427296,1.30138,79,55,0.01,1,1
P21_42N,10/4/2022,211.3088825,217.261022,1.1984,80,65,0.01,1,1
P21_42S,10/4/2022,189.3998766,232.273783,0.01172,80,57.5,0.01,1,1
P21_43N,10/4/2022,205.9283668,215.2515003,0.29182,80,55,0.01,1,1
P21_43S,10/4/2022,196.1775258,247.4765144,1.15934,80,67.5,0.01,1,1
P21_44N,10/4/2022,163.4026687,201.3823122,1.21526,80,102.75,0.01,1,1
P21_44S,10/4/2022,166.8540576,226.6068517,1.16965,80,52.75,0.01,1,1
P21_45N,10/4/2022,166.1197106,208.5046435,2.11351,80,43.25,0.01,1,1
P21_46N,10/4/2022,131.2312176,171.0665688,2.13621,59,41,0.01,1,1
